Name,Num of words
MAX,6
MAX,5
MAX,6
MAX,5
MAX,5
MAX,5
MAX,6
MAX,3
MAX,5
MAX,7
MAX,6
MAX,6
MAX,7
MAX,5
MAX,3
MAX,7
MAX,4
MAX,5
MAX,8
MAX,6
MAX,6
MAX,6
MAX,4
MAX,5
MAX,3
MAX,4
MAX,8
MAX,7
MAX,6
MAX,7
MAX,6
MAX,6
MAX,7
MAX,5
WELLES,4
MAX,1
WELLES,4
MAX,6
WELLES,7
WELLES,8
MAX,6
MAX,6
WELLES,7
WELLES,5
MAX,6
MAX,6
MAX,6
MAX,7
MAX,7
MAX,3
WELLES,7
WELLES,1
MAX,7
MAX,7
MAX,6
MAX,1
MAX,10
MAX,6
MAX,5
WELLES,3
MAX,8
MAX,3
WELLES,2
MAX,8
MAX,6
MAX,7
WELLES,2
MRS CHRISTIAN,7
MRS CHRISTIAN,5
MRS CHRISTIAN,5
MRS CHRISTIAN,7
MRS CHRISTIAN,7
MRS CHRISTIAN,4
WELLES,1
MRS CHRISTIAN,6
MRS CHRISTIAN,4
WELLES,6
MRS CHRISTIAN,6
MRS CHRISTIAN,6
MRS CHRISTIAN,5
MRS CHRISTIAN,5
MRS CHRISTIAN,5
MRS CHRISTIAN,5
WELLES,6
MRS CHRISTIAN,5
MRS CHRISTIAN,5
MRS CHRISTIAN,4
WELLES,2
MRS CHRISTIAN,6
MRS CHRISTIAN,3
MRS CHRISTIAN,2
WELLES,2
MRS CHRISTIAN,7
MRS CHRISTIAN,3
WELLES,7
WELLES,5
WELLES,6
WELLES,8
WELLES,7
WELLES,3
MRS CHRISTIAN,1
WELLES,7
WELLES,6
WELLES,7
WELLES,1
MRS CHRISTIAN,8
WELLES,7
WELLES,1
WELLES,6
NUN,4
WELLES,5
WELLES,5
WELLES,4
NUN,4
NUN,7
NUN,6
NUN,6
NUN,7
NUN,1
NUN,7
WELLES,8
WELLES,6
WELLES,2
NUN,7
NUN,5
WELLES,3
NUN,4
WELLES,2
NUN,5
NUN,6
NUN,2
WELLES,6
WELLES,3
NUN,6
NUN,7
NUN,6
NUN,7
NUN,8
NUN,7
NUN,7
NUN,4
WELLES,5
MARY'S VOICE,6
MARY'S VOICE,7
MARY'S VOICE,7
MARY'S VOICE,1
MAN'S VOICE,2
WELLES,3
WELLES,4
WELLES,3
WELLES,5
SALESPERSON,5
SALESPERSON,2
WELLES,1
SALESPERSON,1
SALESPERSON,7
SALESPERSON,2
WELLES,4
SALESPERSON,2
SALESPERSON,7
SALESPERSON,6
SALESPERSON,7
SALESPERSON,8
SALESPERSON,3
WELLES,7
WELLES,8
WELLES,2
SALESPERSON,2
EDDIE,7
EDDIE,2
EDDIE,7
EDDIE,4
MALE VOICE,6
MALE VOICE,6
MALE VOICE,9
MALE VOICE,7
MALE VOICE,7
MALE VOICE,6
EDDIE,5
EDDIE,5
EDDIE,6
MALE VOICE,7
MALE VOICE,4
MALE VOICE,7
EDDIE,3
MALE VOICE,5
MALE VOICE,7
MALE VOICE,6
EDDIE,2
EDDIE,2
WELLES,1
EDDIE,3
WELLES,5
EDDIE,1
WELLES,5
EDDIE,3
WELLES,6
WELLES,2
EDDIE,6
WELLES,8
WELLES,7
WELLES,6
WELLES,3
WELLES,3
MAN'S VOICE,2
EDDIE,5
DINO,4
EDDIE,7
EDDIE,4
EDDIE,6
DINO,5
EDDIE,8
EDDIE,6
EDDIE,7
EDDIE,5
DINO,1
EDDIE,3
DINO,6
DINO,5
DINO,4
EDDIE,5
EDDIE,6
DINO,5
DINO,6
DINO,7
DINO,7
DINO,8
DINO,7
DINO,8
DINO,8
DINO,3
EDDIE,1
DINO,3
WELLES,6
WELLES VOICE,6
WELLES,3
WELLES,8
WELLES,5
MAX,6
MAX,6
MAX,6
WELLES,6
WELLES,3
MAX,7
MAX,5
MAX,5
MAX,1
WELLES,2
MAX,2
WELLES,5
MAX,7
MAX,8
MAX,7
MAX,4
MAX,4
MAX,5
MAX,7
MAX,5
MAX,4
WELLES,5
MAX,7
MAX,4
MAX,4
MAX,4
WELLES,8
WELLES,8
WELLES,2
MAX,5
WELLES,7
WELLES,5
MAX,8
MAX,3
WELLES,5
WELLES,6
WELLES,5
MAX,2
MRS CHRISTIAN,1
WELLES,5
MRS CHRISTIAN,6
WELLES,7
WELLES,4
MRS CHRISTIAN,6
MRS CHRISTIAN,7
MRS CHRISTIAN,4
WELLES,5
MRS CHRISTIAN,6
MRS CHRISTIAN,5
WELLES,5
WELLES,6
WELLES,7
WELLES,5
MRS CHRISTIAN,1
WELLES,7
WELLES,6
WELLES,3
MRS CHRISTIAN,7
WELLES,8
WELLES,6
MAX,8
MAX,1
WELLES,4
MAX,1
MAX,8
MAX,4
WELLES,7
WELLES,6
WELLES,3
MAX,2
WELLES,3
MAX,2
WELLES,9
MAX,7
MAX,6
MAX,7
MAX,3
WELLES,6
WELLES,3
MAX,7
MAX,3
WELLES,5
MAX,6
MAX,7
MAX,6
MAX,5
MAX,3
MAX,6
MAX,5
MAX,6
MAX,7
WELLES,6
MAX,8
MAX,6
MAN'S VOICE,3
THUG,5
WELLES,5
THUG,3
WELLES,8
WELLES,8
WELLES,5
THUG,7
THUG,3
DINO VELVET'S VOICE,4
WELLES,5
DINO VELVET,5
WELLES,7
WELLES,4
DINO VELVET,7
WELLES,7
WELLES,5
DINO VELVET,4
DINO VELVET,3
WELLES,3
DINO VELVET,1
MAX,6
MAX,6
MAX,5
MAX,5
MAX,4
DINO VELVET,6
DINO VELVET,7
DINO VELVET,1
MAX,9
MAX,3
WELLES,7
WELLES,7
WELLES,4
DINO VELVET,5
WELLES,6
WELLES,2
WELLES,4
DINO VELVET,2
WELLES,6
WELLES,1
WELLES,7
WELLES,7
WELLES,6
WELLES,4
WELLES,5
WELLES,1
DINO VELVET,3
WELLES,6
DINO VELVET,3
WELLES,7
WELLES,7
WELLES,3
DINO VELVET,1
WELLES,7
DINO VELVET,6
DINO VELVET,5
WELLES,4
DINO VELVET,7
DINO VELVET,5
DINO VELVET,7
DINO VELVET,2
DINO VELVET,7
DINO VELVET,8
DINO VELVET,5
WELLES,4
DINO VELVET,3
WELLES,3
DINO VELVET,8
DINO VELVET,5
WELLES,6
WELLES,1
WELLES,8
WELLES,3
WELLES,5
DINO VELVET,6
DINO VELVET,2
WELLES,2
DINO VELVET,7
DINO VELVET,6
DINO VELVET,2
WELLES,2
DINO VELVET,4
MAX,2
WELLES,6
WELLES,6
WELLES,3
MAX,7
MAX,2
WELLES,1
WELLES,4
MAX,2
WELLES,6
WELLES,4
MAX,5
MAX,1
WELLES,8
WELLES,9
WELLES,6
WELLES,6
WELLES,9
WELLES,2
WELLES,4
DINO VELVET,6
WELLES,1
DINO VELVET,4
WELLES,2
DINO VELVET,1
WELLES,4
DINO VELVET,6
WELLES,4
DINO VELVET,6
DINO VELVET,4
WELLES,1
DINO VELVET,6
DINO VELVET,5
DINO VELVET,1
DINO VELVET,7
DINO VELVET,7
DINO VELVET,8
DINO VELVET,7
DINO VELVET,1
DINO VELVET,7
DINO VELVET,6
DINO VELVET,5
DINO VELVET,7
DINO VELVET,7
DINO VELVET,5
DINO VELVET,2
DINO VELVET,5
DINO VELVET,6
DINO VELVET,7
DINO VELVET,2
WELLES,4
DINO VELVET,4
DINO VELVET,5
DINO VELVET,7
DINO VELVET,1
WELLES,6
DINO VELVET,8
DINO VELVET,7
DINO VELVET,1
EDDIE,3
DINO VELVET,6
DINO VELVET,5
DINO VELVET,1
DINO VELVET,8
DINO VELVET,6
DINO VELVET,7
DINO VELVET,8
DINO VELVET,5
DINO VELVET,1
EDDIE,5
EDDIE,4
EDDIE,4
DINO VELVET,6
WELLES,3
LONGDALE,5
DINO VELVET,2
DINO VELVET,8
DINO VELVET,5
DINO VELVET,9
DINO VELVET,8
DINO VELVET,5
DINO VELVET,1
WELLES,1
DINO VELVET,3
WELLES,7
WELLES,4
DINO VELVET,8
DINO VELVET,1
WELLES,6
WELLES,5
DINO VELVET,7
WELLES,8
WELLES,4
DINO VELVET,5
DINO VELVET,2
DINO VELVET,4
DINO VELVET,7
DINO VELVET,7
DINO VELVET,7
DINO VELVET,6
EDDIE,4
DINO VELVET,2
WELLES,7
WELLES,7
WELLES,6
LONGDALE,5
LONGDALE,6
WELLES,8
WELLES,6
WELLES,7
WELLES,7
WELLES,7
WELLES,4
LONGDALE,5
LONGDALE,2
WELLES,9
WELLES,5
WELLES,7
WELLES,2
LONGDALE,4
WELLES,7
WELLES,6
WELLES,8
WELLES,6
LONGDALE,6
WELLES,6
WELLES,8
WELLES,1
LONGDALE,5
WELLES,5
WELLES,2
LONGDALE,7
LONGDALE,7
LONGDALE,7
LONGDALE,8
LONGDALE,2
WELLES,6
WELLES,5
WELLES,6
WELLES,7
WELLES,7
WELLES,6
WELLES,7
LONGDALE,2
WELLES,7
WELLES,6
LONGDALE,5
WELLES,7
WELLES,7
WELLES,7
WELLES,8
WELLES,7
WELLES,5
LONGDALE,5
WELLES,8
WELLES,5
WELLES,5
WELLES,6
WELLES,8
LONGDALE,4
WELLES,2
LONGDALE,7
LONGDALE,6
LONGDALE,5
LONGDALE,5
WELLES,9
WELLES,4
LONGDALE,4
WELLES,2
LONGDALE,7
LONGDALE,2
LONGDALE,6
LONGDALE,1
LONGDALE,7
LONGDALE,7
LONGDALE,2
MANAGER,7
WELLES,4
LONGDALE,6
WELLES,2
LONGDALE,4
WELLES,7
LONGDALE,4
WELLES,6
WELLES,6
WELLES,4
WELLES,1
WELLES,2
EDDIE,4
DINO VELVET,3
EDDIE,2
EDDIE,4
DINO,5
EDDIE,2
DINO VELVET,6
DINO VELVET,5
