Normal Clock 1,Normal Clock 2,Clk_1 - Clk_2
0.0,0.0,0.0
0.0015128593040847202,0.0005349023803155924,0.000977956923769128
0.0030257186081694403,0.0012035303557100829,0.0018221882524593574
0.0045385779122541605,0.002941963091735758,0.0015966148205184025
0.006051437216338881,0.004011767852366943,0.0020396693639719377
0.007564296520423601,0.007087456539181599,0.00047683998124200145
0.009077155824508321,0.007221182134260497,0.0018559736902478237
0.01059001512859304,0.009360791655522867,0.001229223473070173
0.012102874432677761,0.010296870821075154,0.0018060036116026076
0.01361573373676248,0.012302754747258626,0.001312978989503855
0.015128593040847202,0.014308638673442097,0.0008199543674051041
0.01664145234493192,0.014442364268520995,0.0021990880764109263
0.018154311649016642,0.015110992243915485,0.0030433194051011567
0.019667170953101363,0.01631452259962557,0.0033526483534757935
0.02118003025718608,0.01684942497994116,0.004330605277244919
0.0226928895612708,0.017116876170098955,0.005576013391171846
0.024205748865355523,0.019523936881519124,0.004681811983836399
0.025718608169440244,0.01992511366675582,0.005793494502684425
0.02723146747352496,0.020058839261834716,0.0071726282116902455
0.028744326777609682,0.020727467237229204,0.008016859540380478
0.030257186081694403,0.0212623696175448,0.008994816464149603
0.03177004538577912,0.022332174378175983,0.009437871007603137
0.03328290468986384,0.023535704733886064,0.009747199955977778
0.03479576399394856,0.024739235089596148,0.010056528904352414
0.036308623298033284,0.02540786306499064,0.010900760233042643
0.037821482602118005,0.026210216635464027,0.011611265966653978
0.039334341906202726,0.027814923776410806,0.01151941812979192
0.04084720121028744,0.028483551751805294,0.012363649458482145
0.04236006051437216,0.028617277346884195,0.013742783167487966
0.04387291981845688,0.030890612463225463,0.01298230735523142
0.0453857791225416,0.03169296603369885,0.01369281308884275
0.046898638426626324,0.03450120353035571,0.012397434896270612
0.048411497730711045,0.0353035571008291,0.013107940629881944
0.049924357034795766,0.036373361861460285,0.013550995173335481
0.05143721633888049,0.03690826424177587,0.014528952097104614
0.0529500756429652,0.03730944102701257,0.01564063461595263
0.05446293494704992,0.03771061781224926,0.01675231713480066
0.05597579425113464,0.03811179459748596,0.017863999653648682
0.057488653555219364,0.0426584648301685,0.014830188725050868
0.059001512859304085,0.043193367210484085,0.01580814564882
0.060514372163388806,0.04426317197111527,0.016251200192273538
0.06202723146747353,0.04466434875635197,0.01736288271112156
0.06354009077155824,0.044798074351430864,0.018742016420127378
0.06505295007564296,0.04787376303824552,0.017179187037397445
0.06656580937972768,0.04867611660871891,0.017889692771008776
0.0680786686838124,0.05081572612998128,0.017262942553831123
0.06959152798789713,0.051618079700454664,0.01797344828744246
0.07110438729198185,0.05857181064455737,0.012532576647424479
0.07261724659606657,0.05910671302487296,0.013510533571193604
0.07413010590015129,0.05990906659534635,0.014221039304804936
0.07564296520423601,0.06164749933137202,0.013995465872863988
0.07715582450832073,0.07635731479005081,0.0007985097182699186
0.07866868381240545,0.0770259427654453,0.0016427410469601472
0.08018154311649017,0.08103771061781224,-0.0008561675013220721
0.08169440242057488,0.08237496656860123,-0.0006805641480263497
0.0832072617246596,0.08371222251939021,-0.0005049607947306134
0.08472012102874432,0.08518320406525809,-0.00046308303651376725
0.08623298033282904,0.085316929660337,0.0009160506724920497
0.08774583963691376,0.08732281358652046,0.00042302605039330754
0.08925869894099848,0.08745653918159936,0.0018021597593991245
0.0907715582450832,0.08759026477667825,0.0031812934684049554
0.09228441754916793,0.08785771596683606,0.004426701582331868
0.09379727685325265,0.08799144156191495,0.005805835291337699
0.09531013615733737,0.08892752072746724,0.006382615429870134
0.09682299546142209,0.08919497191762503,0.007628023543797061
0.09833585476550681,0.09441027012570206,0.003925584639804747
0.09984871406959153,0.09507889810109656,0.004769815968494975
0.10136157337367625,0.10056164749933137,0.0007999258743448812
0.10287443267776097,0.10109654987964696,0.0017778827981140138
0.1043872919818457,0.10617812249264509,-0.001790830510799396
0.1059001512859304,0.10644557368280289,-0.0005454223968724831
0.10741301059001512,0.10738165284835517,3.135774165995142e-05
0.10892586989409984,0.10751537844343408,0.0014104914506657684
0.11043872919818457,0.1123294998662744,-0.0018907706680898334
0.11195158850226929,0.1131318534367478,-0.0011802649344785088
0.11346444780635401,0.1135330302219845,-6.858241563048595e-05
0.11497730711043873,0.11420165819737897,0.0007756489130597566
0.11649016641452345,0.11687617009895694,-0.00038600368443349187
0.11800302571860817,0.11700989569403585,0.0009931300245723251
0.11951588502269289,0.1265044129446376,-0.006988527921944709
0.12102874432677761,0.1267718641347954,-0.005743119808017796
0.12254160363086233,0.12877774806097886,-0.006236144430116525
0.12405446293494705,0.12984755282161006,-0.005793089886663008
0.12556732223903178,0.13011500401176784,-0.0045476817727360674
0.12708018154311648,0.13064990639208343,-0.0035697248489669486
0.12859304084720122,0.13078363198716234,-0.0021905911399611178
0.13010590015128592,0.13118480877239905,-0.0010789086211131227
0.13161875945537066,0.13171971115271464,-0.00010095169734397613
0.13313161875945537,0.13225461353303022,0.0008770052264251427
0.1346444780635401,0.13466167424445039,-1.7196180910283854e-05
0.1361573373676248,0.13599893019523937,0.00015840717238543855
0.13767019667170954,0.13613265579031827,0.0015375408813912694
0.13918305597579425,0.13626638138539718,0.0029166745903970726
0.14069591527987896,0.14482481947044665,-0.004128904190567689
0.1422087745839637,0.14602834982615673,-0.003819575242193035
0.1437216338880484,0.14683070339663012,-0.0031090695085817244
0.14523449319213314,0.146964428991709,-0.0017299357995758657
0.14674735249621784,0.1477667825621824,-0.001019430065964555
0.14826021180030258,0.1493714897031292,-0.0011112779028266129
0.14977307110438728,0.14990639208344478,-0.00013332097905749407
